SGTime,Engagement
16.86667,2
16.88333,2
16.9,2
16.91667,2
16.93333,2
16.95,2
16.96667,2
16.98333,2
17.0,2
17.01667,2
17.03333,2
17.05,2
17.06667,2
17.08333,2
17.1,2
17.11667,2
17.13333,2
17.15,2
17.16667,2
17.18333,2
17.2,2
17.21667,2
17.23333,2
17.25,2
17.26667,2
17.28333,2
17.3,2
17.31667,2
17.33333,2
17.35,2
17.36667,2
17.38333,2
17.4,2
17.41667,2
17.43333,2
17.45,2
17.46667,2
17.48333,2
17.5,2
17.51667,2
17.53333,2
17.55,2
17.56667,2
17.58333,2
17.6,2
17.61667,2
17.63333,2
17.65,2
17.66667,2
17.68333,2
17.7,2
17.71667,2
17.73333,2
17.75,2
17.76667,2
17.78333,2
17.8,2
17.81667,2
17.83333,2
17.85,2
17.86667,2
17.88333,2
17.9,2
17.91667,2
17.93333,2
17.95,2
17.96667,2
17.98333,2
18.0,2
18.01667,2
18.03333,2
18.05,2
18.06667,2
18.08333,2
18.1,2
18.11667,2
18.13333,2
18.15,2
18.16667,2
18.18333,2
18.2,2
18.21667,2
18.23333,2
18.25,2
18.26667,2
18.28333,2
18.3,2
18.31667,2
18.33333,2
18.35,2
18.36667,2
18.38333,2
18.4,2
18.41667,2
18.43333,2
18.45,2
18.46667,2
18.48333,2
18.5,2
18.51667,2
18.53333,2
18.55,2
18.56667,2
18.58333,2
18.6,2
18.61667,2
18.63333,2
18.65,2
18.66667,2
18.68333,2
18.7,2
18.71667,2
18.73333,2
18.75,2
18.76667,2
18.78333,2
18.8,2
18.81667,2
18.83333,2
18.85,2
18.86667,2
18.88333,2
18.9,2
18.91667,2
18.93333,2
18.95,2
18.96667,2
18.98333,2
19.0,2
19.01667,2
19.03333,2
19.05,2
19.06667,2
19.08333,2
19.1,2
19.11667,2
19.13333,2
19.15,2
19.16667,2
19.18333,2
19.2,2
19.21667,2
19.23333,2
19.25,2
19.26667,2
19.28333,2
19.3,2
19.31667,2
19.33333,2
19.35,2
19.36667,2
19.38333,2
19.4,2
19.41667,2
19.43333,2
19.45,2
19.46667,2
19.48333,2
19.5,2
19.51667,2
19.53333,2
19.55,2
19.56667,2
19.58333,2
19.6,2
19.61667,2
19.63333,2
19.65,2
19.66667,2
19.68333,2
19.7,2
19.71667,2
19.73333,2
19.75,2
19.76667,2
19.8,2
19.81667,2
19.83333,2
19.85,2
19.86667,2
19.88333,2
19.9,2
19.91667,2
19.93333,2
19.95,2
19.96667,2
19.98333,2
20.0,2
20.01667,2
20.03333,2
20.05,2
20.06667,2
20.08333,2
20.1,2
20.11667,2
20.13333,2
20.15,2
20.16667,2
20.18333,2
20.21667,2
20.23333,2
20.25,2
20.26667,2
20.3,2
20.31667,2
20.33333,2
20.35,2
20.36667,2
20.38333,2
20.4,2
20.41667,2
20.43333,2
20.45,2
20.46667,2
20.48333,2
20.5,2
20.51667,2
20.55,2
20.56667,2
20.58333,2
20.6,2
20.61667,2
20.63333,2
20.65,2
20.66667,2
20.68333,2
20.7,2
20.71667,2
20.73333,2
20.75,2
20.76667,2
20.78333,2
20.8,2
20.81667,2
20.85,2
20.86667,2
20.9,2
20.91667,2
20.93333,2
20.95,2
20.96667,2
20.98333,2
21.0,2
21.01667,2
21.03333,2
21.05,2
21.06667,2
21.08333,2
21.1,2
21.11667,2
21.13333,2
21.15,2
21.16667,2
21.18333,2
21.2,2
21.21667,2
21.23333,2
21.25,2
21.26667,2
21.28333,2
21.3,2
21.31667,2
21.33333,2
21.35,2
21.36667,2
21.38333,2
21.4,2
21.41667,2
21.43333,2
21.45,2
21.46667,2
21.48333,2
21.5,2
21.51667,2
21.55,2
21.56667,2
21.58333,2
21.6,2
21.61667,2
21.65,2
21.66667,2
21.7,2
21.71667,2
21.73333,2
21.76667,2
21.78333,2
21.8,2
21.81667,2
21.83333,2
21.85,2
21.86667,2
21.88333,2
21.91667,2
21.93333,2
21.96667,2
22.0,2
22.01667,2
22.03333,2
22.05,2
22.06667,2
22.08333,2
22.1,2
22.11667,2
22.13333,2
22.16667,2
22.18333,2
22.21667,2
22.23333,2
22.25,2
22.26667,2
22.28333,2
22.3,2
22.31667,2
22.33333,2
22.35,2
22.36667,2
22.38333,2
22.4,2
22.41667,2
22.43333,2
22.45,2
22.46667,2
22.48333,2
22.5,2
22.51667,2
22.53333,2
22.55,2
22.56667,2
22.58333,2
22.6,2
22.61667,2
22.63333,2
22.65,2
22.66667,2
22.68333,2
22.7,2
22.71667,2
22.73333,2
22.75,2
22.76667,2
22.78333,2
22.8,2
22.81667,2
22.83333,2
22.85,2
22.86667,2
22.88333,2
22.9,2
22.91667,2
22.93333,2
22.95,2
22.96667,2
22.98333,2
23.0,2
23.01667,2
23.03333,2
23.05,2
23.06667,2
23.08333,2
23.1,2
23.11667,2
23.13333,2
23.15,2
23.16667,2
23.18333,2
23.2,2
23.21667,2
23.23333,2
23.25,2
23.26667,2
23.28333,2
23.3,2
23.31667,2
23.33333,2
23.35,2
23.36667,2
23.38333,2
23.4,2
23.41667,2
23.43333,2
23.45,2
23.46667,2
23.48333,2
23.5,2
23.51667,2
23.53333,2
23.55,2
23.56667,2
23.58333,2
23.6,2
23.61667,2
23.63333,2
23.65,2
23.66667,2
23.68333,2
23.7,2
23.71667,2
23.73333,2
23.75,2
23.76667,2
23.78333,2
23.8,2
23.81667,2
23.83333,2
23.85,2
23.86667,2
23.88333,2
23.9,2
23.91667,2
23.93333,2
23.95,2
23.96667,2
23.98333,2
24.0,2
24.01667,2
24.03333,2
24.05,2
24.06667,2
24.08333,2
24.1,2
24.11667,2
24.13333,2
24.15,2
24.16667,2
24.18333,2
24.2,2
24.21667,2
24.23333,2
24.25,2
24.26667,2
24.28333,2
24.3,2
24.31667,2
24.33333,2
24.35,2
24.36667,2
24.38333,2
24.4,2
24.41667,2
24.43333,2
24.45,2
24.46667,2
24.48333,2
24.5,2
24.51667,2
24.53333,2
24.55,2
24.56667,2
24.58333,2
24.6,2
24.61667,2
24.63333,2
24.65,2
24.66667,2
24.68333,2
24.7,2
24.71667,2
24.73333,2
24.75,2
24.76667,2
24.78333,2
24.8,2
24.81667,2
24.83333,2
24.85,2
24.86667,2
24.88333,2
24.9,2
24.91667,2
24.93333,2
24.95,2
24.96667,2
24.98333,2
25.0,2
25.01667,2
25.03333,2
25.05,2
25.06667,2
25.08333,2
25.1,2
25.11667,2
25.13333,2
25.15,2
25.16667,2
25.18333,2
25.2,2
25.21667,2
25.23333,2
25.25,2
25.26667,2
25.28333,2
25.3,2
25.31667,2
25.33333,2
25.35,2
25.36667,2
25.38333,2
25.4,2
25.41667,2
25.43333,2
25.45,2
25.46667,2
25.48333,2
25.5,2
25.51667,2
25.53333,2
25.55,2
25.56667,2
25.58333,2
25.6,2
25.61667,2
25.63333,2
25.65,2
25.66667,2
25.68333,2
25.7,2
25.71667,2
25.73333,2
25.75,2
25.76667,2
25.78333,2
25.8,2
25.81667,2
25.83333,2
25.85,2
25.86667,2
25.88333,2
25.9,2
25.91667,2
25.93333,2
25.95,2
25.96667,2
25.98333,2
26.0,2
26.01667,2
26.03333,2
26.05,2
26.06667,2
26.08333,2
26.1,2
26.11667,2
26.13333,2
26.15,2
26.16667,2
26.18333,2
26.2,2
26.21667,2
26.23333,2
26.25,2
26.26667,2
26.28333,2
26.3,2
26.31667,2
26.33333,2
26.35,2
26.36667,2
26.38333,2
26.4,2
26.41667,2
26.43333,2
26.45,2
26.46667,2
26.48333,2
26.5,2
26.51667,2
26.53333,2
26.55,2
26.56667,2
26.58333,2
26.6,2
26.61667,2
26.63333,2
26.65,2
26.66667,2
26.68333,2
26.7,2
26.71667,2
26.73333,2
26.75,2
26.76667,2
26.78333,2
26.8,2
26.81667,2
26.83333,2
26.85,2
26.86667,2
26.88333,2
26.9,2
26.91667,2
26.93333,2
26.95,2
26.96667,2
26.98333,2
27.0,2
27.01667,2
27.03333,2
27.05,2
27.06667,2
27.08333,2
27.1,2
27.11667,2
27.13333,2
27.15,2
27.16667,2
27.18333,2
27.2,2
27.21667,2
27.23333,2
27.25,2
27.26667,2
27.28333,2
27.3,2
27.31667,2
27.33333,2
27.35,2
27.36667,2
27.38333,2
27.4,2
27.41667,2
27.43333,2
27.45,2
27.46667,2
27.48333,2
27.5,2
27.51667,2
27.53333,2
27.55,2
27.56667,2
27.58333,2
27.6,2
27.61667,2
27.63333,2
27.66667,2
27.68333,2
27.7,2
27.71667,2
27.73333,2
27.76667,2
27.78333,2
27.8,2
27.81667,2
27.83333,2
27.85,2
27.86667,2
27.88333,2
27.9,2
27.91667,2
27.93333,2
27.95,2
27.96667,2
27.98333,2
28.0,2
28.01667,2
28.03333,2
28.05,2
28.06667,2
28.08333,2
28.1,2
28.11667,2
28.13333,2
28.15,2
28.16667,2
28.18333,2
28.2,2
28.21667,2
28.23333,2
28.25,2
28.26667,2
28.28333,2
28.3,2
28.31667,2
28.33333,2
28.35,2
28.36667,2
28.38333,2
28.4,2
28.41667,2
28.43333,2
28.45,2
28.46667,2
28.48333,2
28.5,2
28.51667,2
28.53333,2
28.55,2
28.56667,2
28.58333,2
28.6,2
28.61667,2
28.63333,1
28.65,1
28.66667,1
28.68333,1
28.7,1
28.71667,1
28.73333,1
28.75,1
28.76667,1
28.78333,1
28.8,1
28.81667,1
28.83333,1
28.85,1
28.86667,1
28.88333,1
28.9,1
28.91667,1
28.93333,1
28.95,1
28.96667,1
28.98333,1
29.0,1
29.01667,1
29.03333,1
29.05,1
29.06667,1
29.08333,1
29.1,1
29.11667,1
29.13333,1
29.15,1
29.16667,1
29.18333,1
29.2,1
29.21667,1
29.23333,1
29.25,1
29.26667,1
29.28333,1
29.3,1
29.31667,1
29.33333,1
29.35,1
29.36667,1
29.38333,1
29.4,1
29.41667,1
29.43333,1
29.45,1
29.46667,1
29.48333,1
29.5,1
29.51667,1
29.53333,1
29.55,1
29.56667,1
29.58333,1
29.6,1
29.61667,1
29.63333,1
29.65,1
29.66667,1
29.68333,1
29.7,1
29.71667,1
29.73333,1
29.75,1
29.76667,1
29.78333,1
29.8,1
29.81667,1
29.83333,1
29.85,1
29.86667,1
29.88333,1
29.9,1
29.91667,1
29.93333,1
29.95,1
29.96667,1
29.98333,1
30.0,1
30.01667,1
30.03333,1
30.05,1
30.06667,1
30.08333,1
30.1,1
30.11667,1
30.13333,1
30.15,1
30.16667,1
30.18333,1
30.2,1
30.21667,1
30.23333,1
30.25,1
30.26667,1
30.28333,1
30.3,1
30.31667,1
30.33333,1
30.35,1
30.36667,1
30.38333,1
30.4,1
30.41667,1
30.43333,1
30.45,1
30.46667,1
30.48333,1
30.5,1
30.51667,1
30.53333,1
30.55,1
30.56667,1
30.58333,1
30.6,1
30.61667,1
30.63333,1
30.65,1
30.66667,1
30.68333,1
30.7,1
30.71667,1
30.73333,1
30.75,1
30.76667,1
30.78333,1
30.8,1
30.81667,1
30.83333,1
30.85,1
30.86667,1
30.88333,1
30.9,1
30.91667,1
30.93333,1
30.95,1
30.96667,1
30.98333,1
31.0,1
31.01667,1
31.03333,1
31.05,1
31.06667,1
31.08333,1
31.1,1
31.11667,1
31.13333,1
31.15,1
31.16667,1
31.18333,1
31.2,1
31.21667,1
31.23333,1
31.25,1
31.26667,1
31.28333,1
31.3,1
31.31667,1
31.33333,1
31.35,1
31.36667,1
31.38333,1
31.4,1
31.41667,1
31.43333,1
31.45,1
31.46667,1
31.48333,1
31.5,1
31.51667,1
31.53333,1
31.55,1
31.56667,1
31.58333,1
31.6,1
31.61667,1
31.63333,1
31.65,1
31.66667,1
31.68333,1
31.7,1
31.71667,1
31.73333,1
31.75,1
31.76667,1
31.78333,1
31.8,1
31.81667,1
31.83333,1
31.85,1
31.86667,1
31.88333,1
31.9,1
31.91667,1
31.93333,1
31.95,1
31.96667,1
31.98333,1
32.0,1
32.01667,1
32.03333,1
32.05,1
32.06667,1
32.08333,1
32.1,1
32.11666,1
32.13334,1
32.15,1
32.16667,1
32.18333,1
32.2,1
32.21667,1
32.23333,1
32.25,1
32.26667,1
32.28333,1
32.3,1
32.31667,1
32.33333,1
32.35,1
32.36666,1
32.38334,1
32.4,1
32.41667,1
32.43333,1
32.45,1
32.46667,1
32.48333,1
32.5,1
32.51667,1
32.53333,1
32.55,1
32.56667,1
32.58333,1
32.6,1
32.61666,1
32.63334,1
32.65,1
32.66667,1
32.68333,1
32.7,1
32.71667,1
32.73333,1
32.75,1
32.76667,1
32.78333,1
32.8,1
32.81667,1
32.83333,1
32.85,1
32.86666,1
32.88334,1
32.9,1
32.91667,1
32.93333,1
32.95,1
32.96667,1
32.98333,1
33.0,1
33.01667,1
33.03333,1
33.05,1
33.06667,1
33.08333,1
33.1,1
33.11666,1
33.13334,1
33.15,1
33.16667,1
33.18333,1
33.2,1
33.21667,1
33.23333,1
33.25,1
33.26667,1
33.28333,1
33.3,1
33.31667,1
33.33333,1
33.35,1
33.36666,1
33.38334,1
33.4,1
33.41667,1
33.43333,1
33.45,1
33.46667,1
33.48333,1
33.5,1
33.51667,1
33.53333,1
33.55,1
33.56667,1
33.58333,1
33.6,1
33.61666,1
33.63334,1
33.65,1
33.66667,1
33.68333,1
33.7,1
33.71667,1
33.73333,1
33.75,1
33.76667,1
33.78333,1
33.8,1
33.81667,1
33.83333,1
33.85,1
33.86666,1
33.88334,1
33.9,1
33.91667,1
33.93333,1
33.95,1
33.96667,1
33.98333,1
34.0,1
34.01667,1
34.03333,1
34.05,1
34.06667,1
34.08333,1
34.1,1
34.11666,1
34.13334,1
34.15,1
34.16667,1
34.18333,1
34.2,1
34.21667,1
34.23333,1
34.25,1
34.26667,1
34.28333,1
34.3,1
34.31667,1
34.33333,1
34.35,1
34.36666,1
34.38334,1
34.4,1
34.41667,1
34.43333,1
34.45,1
34.46667,1
34.48333,1
34.5,1
34.51667,1
34.53333,1
34.55,1
34.56667,1
34.58333,1
34.6,1
34.61666,1
34.63334,1
34.65,1
34.66667,1
34.68333,1
34.7,1
34.71667,1
34.73333,1
34.75,1
34.76667,1
34.78333,1
34.8,1
34.81667,1
34.83333,1
34.85,1
34.86666,1
34.88334,1
34.9,1
34.91667,1
34.93333,1
34.95,1
34.96667,1
34.98333,1
35.0,1
35.01667,1
35.03333,1
35.05,1
35.06667,1
35.08333,1
35.1,1
35.11666,1
35.13334,1
35.15,1
35.16667,1
