SGTime,Gaze
2.983333,1
3.0,1
3.016667,1
3.033333,1
3.05,1
3.066667,1
3.083333,1
3.1,1
3.116667,1
3.133333,1
3.15,1
3.166667,1
3.183333,1
3.2,1
3.216667,1
3.233333,1
3.25,1
3.266667,1
3.283333,1
3.3,1
3.316667,1
3.333333,1
3.35,1
3.366667,1
3.383333,1
3.4,1
3.416667,1
3.433333,1
3.45,1
3.466667,1
3.483333,1
3.5,1
3.516667,1
3.533333,1
3.55,1
3.566667,1
3.583333,1
3.6,1
3.616667,0
3.633333,0
3.65,0
3.666667,0
3.683333,0
3.7,0
3.716667,0
3.733333,0
3.75,0
3.766667,0
3.783333,0
3.8,0
3.816667,0
3.833333,0
3.85,0
3.866667,0
3.883333,0
3.9,0
3.916667,0
3.933333,0
3.95,0
3.966667,0
3.983333,0
4.0,0
4.016667,0
4.033333,0
4.05,0
4.066667,0
4.083333,0
4.1,0
4.116667,0
4.133333,0
4.15,0
4.166667,0
4.183333,0
4.2,0
4.216667,0
4.233333,0
4.25,0
4.266667,0
4.283333,0
4.3,0
4.316667,0
4.333333,0
4.35,0
4.366667,0
4.383333,0
4.4,0
4.416667,0
4.433333,0
4.45,0
4.466667,0
4.483333,0
4.5,0
4.516667,0
4.533333,0
4.55,0
4.566667,0
4.583333,0
4.6,0
4.616667,0
4.633333,0
4.65,0
4.666667,0
4.683333,0
4.7,0
4.716667,0
4.733333,0
4.75,0
4.766667,0
4.783333,0
4.8,0
4.816667,0
4.833333,0
4.85,0
4.866667,0
4.883333,0
4.9,0
4.916667,0
4.933333,0
4.95,0
4.966667,0
4.983333,0
5.0,0
5.016667,0
5.033333,0
5.05,0
5.066667,0
5.083333,0
5.1,0
5.116667,0
5.133333,0
5.15,0
5.166667,0
5.183333,0
5.2,0
5.216667,0
5.233333,0
5.25,0
5.266667,0
5.283333,0
5.3,0
5.316667,0
5.333333,0
5.35,0
5.366667,0
5.383333,0
5.4,0
5.416667,0
5.433333,0
5.45,0
5.466667,0
5.483333,0
5.5,0
5.516667,0
5.533333,0
5.55,0
5.566667,0
5.583333,0
5.6,0
5.616667,0
5.633333,0
5.65,0
